Property Address,Property Name,Star Rating,Energy Star,LEED Certified,Building Status,Number Of Units,Style,RBA,Secondary Type,Market Name,Submarket Name,City,State,Zip,County Name,For Sale Price,For Sale Status,Year Built,Year Renovated,Number Of Stories,$Price/Unit,Cap Rate,Vacancy %,Avg Unit SF,Avg Asking/Unit,Avg Asking/SF,Avg Effective/Unit,Avg Effective/SF,Avg Concessions %,% Studios,% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,Rent Type,Affordable Type,Market Segment,Parking Spaces/Unit,Number Of Parking Spaces,Days On Market,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,All-Inclusive,All-Suites,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Average Weighted Rent,Avg Asking/Bed,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Brand,Building Class,Building Operating Expenses,Building Park,Building Tax Expenses,Ceiling Ht,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Constr Status,Construction Begin,Construction Material,Continent,Core Factor,Country,Cross Street,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Exp Year,Features,Fema Flood Zone,Flood Risk Area,For Sale Price/Room,Four Bedroom Asking Rent/Bed,Four Bedroom Asking Rent/SF,Four Bedroom Asking Rent/Unit,Four Bedroom Avg SF,Four Bedroom Concessions %,Four Bedroom Effective Rent/Bed,Four Bedroom Effective Rent/SF,Four Bedroom Effective Rent/Unit,Four Bedroom Vacancy %,Four Bedroom Vacant Units,Fund Name,Gas,Heating,Hotel Class,Hotel Grade,Hotel Location Type,Hotel Open Date,Hotel Operator,Land Area (AC),Land Area (SF),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Max Building Contiguous Space,Max Contig Mtg Space,Max Floor Contiguous Space,Month Built,Month Renovated,Mtg Rooms,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number of Beds,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Studios Units,Office Space,One Bedroom Asking Rent/Bed,One Bedroom Asking Rent/SF,One Bedroom Asking Rent/Unit,One Bedroom Avg SF,One Bedroom Concessions %,One Bedroom Effective Rent/Bed,One Bedroom Effective Rent/SF,One Bedroom Effective Rent/Unit,One Bedroom Vacancy %,One Bedroom Vacant Units,Operation Type,Operational Status,Ops Expense,Ops Expense Per SF,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parent Company,Parking Ratio,Parking Spaces/Room,Percent Leased,Power,Pre-Leasing,Primary Agent Name,Primary Corridors,Property Location,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Proposed Land Use,Rail Lines,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent/SF/Yr,Restaurant,Rooms,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,Scale,Services,Sewer,Smallest Available Space,Sprinklers,Studio Asking Rent/Bed,Studio Asking Rent/SF,Studio Asking Rent/Unit,Studio Avg SF,Studio Concessions %,Studio Effective Rent/Bed,Studio Effective Rent/SF,Studio Effective Rent/Unit,Studio Vacancy %,Studio Vacant Units,Subcontinent,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Three Bedroom Asking Rent/Bed,Three Bedroom Asking Rent/SF,Three Bedroom Asking Rent/Unit,Three Bedroom Avg SF,Three Bedroom Concessions %,Three Bedroom Effective Rent/Bed,Three Bedroom Effective Rent/SF,Three Bedroom Effective Rent/Unit,Three Bedroom Vacancy %,Three Bedroom Vacant Units,Total Available Space (SF),Total Buildings,Total Mtg Space,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Two Bedroom Asking Rent/Bed,Two Bedroom Asking Rent/SF,Two Bedroom Asking Rent/Unit,Two Bedroom Avg SF,Two Bedroom Concessions %,Two Bedroom Effective Rent/Bed,Two Bedroom Effective Rent/SF,Two Bedroom Effective Rent/Unit,Two Bedroom Vacancy %,Two Bedroom Vacant Units,Typical Floor Size,University,Water,Zoning
149 S Bagdad Rd,22 North Apartment Homes,4,Energy Star,,Existing,240,Garden,238420,Apartments,Austin,Georgetown-Leander,Leander,TX,78641-4081,Williamson,,N,2018,,3,,,10.6,"1,091.00","1,892",1.73,"1,873",1.72,1.00,,20.00,70.00,10.00,,Market,,All,,,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Pool, Energy Star Labeled, Gated, Cabana, Gameroom, Grill, Media Center/Movie Theatre, Pet Play Area, Elevator, Sundeck, Island Kitchen, Window Coverings",,,The Sage Group,-,,,,,,,,,A,,,,,Leander Station,2.20,,,Existing,Apr 2017,,Americas,,United States,,K.L. Enterprises,,,0,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Pool, Energy Star Labeled, Gated, Cabana, Gameroom, Grill, Media Center/Movie Theatre, Pet Play Area, Elevator, Sundeck, Island Kitchen, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,13.72,597556,12/14/2021,,30.5709683,,,,,,,-97.8713162,,,,4,,,48,168,24,,,,12,,,,"1,609",1.98,"1,609",813,1.00,"1,593",1.96,"1,593",10.40,5,,,,,4420 W FM-1960 Suite # 224,"Houston, TX 77068-3425",Charlie Yalamanchili,Ilan Investments,2814441585,R548352,R548356,,,,,,,,,,149 S Bagdad Rd,"Leander, TX 78641-4081",,Adara - 22 North Apartment Homes,5129868727,10464399,Multi-Family,,,,,,Austin Leander Investments Lp,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,,,,,741,1.69,"2,224",1313,1.00,734,1.68,"2,202",12.50,3,,22,,,,,,,,4420 W FM-1960 Suite # 224,"Houston, TX 77068-3425",Charlie Yalamanchili,Ilan Investments,2814441585,963,1.69,"1,926",1140,1.00,953,1.67,"1,907",10.70,18,79473,,,MF
5321 Barton Creek Blvd,The Saint June,3,,,Under Construction,182,Mid-Rise,233000,Apartments,Austin,Barton Creek Preserve,Austin,TX,78735,Travis,,N,2022,,4,,,,,,,,,0.00,,36.81,40.11,23.08,,Market,,All,,,0,01/22/2020,48453C0420J,48453C,0420J,No,100-year and 500-year Floodplain,No,No,"Clubhouse, Pool",,,,-,,,,,,,,,B,2021 Tax @ $386.98/Unit,,2021 Tax @ $386.98/Unit,,Austin-Bergstrom International,18.43,,,Under Construction,Feb 2021,,Americas,,United States,,Stratus Properties,,,0,,,"Clubhouse, Pool","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,,,,,30.2643701,,,,,,,-97.8882327,,,,9,,,67,73,42,,,,0,,,,,,,,,,,,,,,,,,212 Lavaca St Suite # 300,"Austin, TX 78701",,Stratus Properties,5124785788,01034001130000,01034001130000,,,,,,,,,,,,,,,12617068,Multi-Family,,,212 Lavaca St,"Austin, TX 78701",,Saint June Lp,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Southwest Austin,2021,0.3,70430.95,,,,,,,,,,,,,10,,,,,,,,212 Lavaca St Suite # 300,"Austin, TX 78701",,Stratus Properties,5124785788,,,,,,,,,,,58250,,,
214 Barton Springs Rd,The Catherine,5,,LEED Interiors - Certified,Existing,300,Hi-Rise,301500,Apartments,Austin,SoCo,Austin,TX,78704,Travis,,N,2015,,19,,,5.3,870.00,"3,254",3.74,"3,233",3.72,0.60,6.67,77.67,12.33,3.33,,Market,,All,1.83,549,0,01/22/2020,48453C0465K,48453C,0465K,No,500-year Floodplain,No,No,"Air Conditioning, Controlled Access, Fitness Center, Pool, Dry Cleaning Service, Grill, Roof Terrace, Community-Wide WiFi, Elevator, Lounge, Pet Washing Station, Wheelchair Accessible (Rooms)",,,Rhode Partners,-,,,,,,,,,A,,,,,Downtown Station,0.90,18.00,,Existing,Nov 2012,Reinforced Concrete,Americas,,United States,,Hunt Companies,,,0,None,,"Air Conditioning, Controlled Access, Fitness Center, Pool, Dry Cleaning Service, Grill, Roof Terrace, Community-Wide WiFi, Elevator, Lounge, Pet Washing Station, Wheelchair Accessible (Rooms)","Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,1.46,63598,4/29/2016,,30.2596858,,,,,,,-97.7479451,,,,1,,,233,37,10,,,,4,,20,,"2,998",3.77,"2,998",796,0.70,"2,978",3.74,"2,978",5.20,12,,,,,12918 Shops Pky Suite # 600,"Bee Cave, TX 78738-6628",Garrett Christopher,Christopher Investment Company,5122631333,544134,544134,,1.83,,,,,,,,214 Barton Springs Rd,"Austin, TX 78704",,Christopher Commercial - The Catherine,5124563179,9134916,Multi-Family,,,,,,"Catherine Tower, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"2,211",3.55,"2,211",623.,0.60,"2,197",3.53,"2,197",5.00,1,North America,,,0,South Central Austin,,,,,"2,017",3.77,"6,051",1607,0.70,"2,004",3.74,"6,011",10.00,1,,1,,,,,,,,12918 Shops Pky Suite # 600,"Bee Cave, TX 78738-6628",Garrett Christopher,Christopher Investment Company,5122631333,"2,339",3.67,"4,679",1274,0.60,"2,324",3.65,"4,649",5.40,2,9754,,,
460 Bastrop Hwy SB,East Vue Ranch Apartments,3,,,Existing,343,Low-Rise,45655,Apartments,Austin,Montopolis,Austin,TX,78741,Travis,,N,2019,,3,,,3.2,813.00,"1,732",2.13,"1,724",2.12,0.50,,68.51,26.24,5.25,,Market,,All,,,0,01/22/2020,48453C0605K,48453C,0605K,No,100-year and 500-year Floodplain,No,No,"Business Center, Courtyard, Fitness Center, Conference Rooms, Pet Washing Station, Vinyl Flooring",,,OHT Partners,-,,,,,,,,,B,2021 Tax @ $15.28/Unit,,2021 Tax @ $15.28/Unit,,Plaza Saltillo Station,3.57,,,Existing,Aug 2018,,Americas,,United States,,OHT Partners,,,0,,,"Business Center, Courtyard, Fitness Center, Conference Rooms, Pet Washing Station, Vinyl Flooring","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,,,6/12/2019,,30.2375475,,,,,,,-97.688756,,,,10,,,235,90,18,,,,0,,,,"1,566",2.30,"1,566",679,0.50,"1,558",2.29,"1,558",3.40,8,,,,,2340 Collins Ave Suite # 700,"Miami Beach, FL 33139",,Starwood Capital Group,3056955200,03062003040000,03062003040000,,,,,,,,,,460 Bastrop Hwy SB,"Austin, TX 78741",,Highmark - East Vue Ranch Apartments,5127291695,11173080,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Riverside,2021,0.11,5242.60,,828,1.81,"2,484",1375,0.50,824,1.80,"2,472",5.60,1,,1,,,,,,,,2340 Collins Ave Suite # 700,"Miami Beach, FL 33139",,Starwood Capital Group,3056955200,"1,008",1.91,"2,015",1053,0.50,"1,003",1.90,"2,005",3.30,3,15218,,,
6934 E Ben White Blvd,The Pointe at Ben White,4,,,Existing,250,Garden,260000,Apartments,Austin,Montopolis,Austin,TX,78741,Travis,,N,2015,,3,,,0.2,"1,094.00","1,434",1.31,"1,430",1.31,0.30,,9.60,52.00,38.40,,Affordable,Rent Restricted,All,4.28,1070,0,01/22/2020,48453C0605K,48453C,0605K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Gated, Grill, Media Center/Movie Theatre, Wi-Fi, Patio, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,A,2021 Tax @ $3105.39/Unit,,2021 Tax @ $3105.39/Unit,,Downtown Station,6.64,,,Existing,Apr 2015,Wood Frame,Americas,,United States,,LDG Development,,,0,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Gated, Grill, Media Center/Movie Theatre, Wi-Fi, Patio, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,25.23,1099163,,,30.2157552,,,,,,,-97.7030653,,,,11,,,24,130,96,,,,0,,,,"1,145",1.35,"1,145",850,0.30,"1,142",1.34,"1,142",0.00,0,,,,,1124 I-35 S,"Austin, TX 78704-2614",,Housing Authority of the City of Austin,5124774488,03121603050000,03121603050000,,4.11,,,,,,,,6934 E Ben White Blvd,"Austin, TX 78741    ",,Capstone - The Pointe at Ben White,5122225658,9499068,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Riverside,2021,2.99,776348.23,,529,1.34,"1,588",1185,0.30,528,1.34,"1,584",0.00,0,,12,,,,,,,,1124 I-35 S,"Austin, TX 78704-2614",,Housing Authority of the City of Austin,5124774488,687,1.28,"1,373",1072,0.30,685,1.28,"1,369",0.00,0,29333,,,
7000 E Ben White Blvd,The Villages at Ben White,4,,,Existing,183,Low-Rise,170000,Apartments,Austin,Montopolis,Austin,TX,78741,Travis,,N,2016,,3,,,11.2,848.00,"1,174",1.38,"1,162",1.37,1.00,,34.43,65.57,,,Affordable,Rent Restricted,All,1.50,275,0,01/22/2020,48453C0605K,48453C,0605K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Pool, Grill, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,A,2021 Tax @ $4450.80/Unit,,2021 Tax @ $4450.80/Unit,,Downtown Station,6.64,,,Existing,Sep 2015,Wood Frame,Americas,,United States,,LDG Development,,,0,,,"Air Conditioning, Business Center, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Pool, Grill, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,11.00,479160,,,30.2157264,,,,,,,-97.7030724,,,,3,,,63,120,,,,,0,,,,"1,056",1.64,"1,056",644,1.00,"1,045",1.62,"1,045",11.10,7,,,,,1124 Interstate 35,"Austin, TX 78704    ",,Housing Authority Of Austin,5124774488,03121603030000,03121603030000,,1.61,,,,,,,,7000 E Ben White Blvd,"Austin, TX 78741",,Solidago - The Villages at Ben White,5122225658,9822797,Multi-Family,,,1124 S Interstate 35,"Austin, TX 78704-2614",,Housing Authority Of City/austin,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Riverside,2021,4.79,814495.68,,,,,,,,,,,,,1,,,,,,,,1124 Interstate 35,"Austin, TX 78704    ",,Housing Authority Of Austin,5124774488,618,1.29,"1,236",956,1.00,612,1.28,"1,223",10.80,13,49867,,,
7135 E Ben White Blvd,,5,,,Under Construction,375,Mid-Rise,353066,Apartments,Austin,Colorado Crossing,Austin,TX,78741-7707,Travis,,N,2023,,4,,,,,,,,,0.00,,49.87,50.13,,,Market,,All,,,0,01/22/2020,48453C0605K,48453C,0605K,No,100-year and 500-year Floodplain,No,No,,,,,-,,,,,,,,,A,,,,,Downtown Station,5.43,,,Under Construction,Jun 2022,,Americas,,United States,,OHT Partners,,,0,,,,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,,,,,30.215056,904 Rio Grande St Suite # 100,"Austin, TX 78701-2222",,,,,-97.6986813,,,,6,,,187,188,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12457960,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Southeast Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88266,,,
7301 Bennett Ave,Bennett Tract,3,,,Under Construction,276,Mid-Rise,82709,Apartments,Austin,Bluff Springs,Austin,TX,78752-2703,Travis,,N,2023,,4,,,,,,,,,0.00,,,,,,Market,,All,,,0,01/06/2016,48453C0455J,48453C,0455J,No,100-year and 500-year Floodplain,No,No,,,,,-,,,,,,,,,B,,,,,Downtown Station,6.46,,,Under Construction,Jan 2022,,Americas,,United States,,Oden Hughes Management,,,0,,,,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,,,,,30.1837726,,,,,,,-97.7739457,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,02301606090000,02301606090000,,,,,,,,,,,,,,,12501034,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Southeast Austin,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,20677,,,
3801 Berkman Dr,Wildflower Terrace,4,,LEED Interiors - Silver,Existing,201,Mid-Rise,226224,Apartments,Austin,Mueller,Austin,TX,78723-4520,Travis,,N,2012,,4,,,0.3,824.00,"1,606",1.95,"1,602",1.94,0.30,,77.61,22.39,,,Market/Affordable,Rent Restricted,Senior,1.49,300,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Gameroom, Media Center/Movie Theatre, Conference Rooms, Elevator, Maintenance on site, Online Services, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,A,,,,,"Martin Luther King, Jr. Station",1.60,,,Existing,Nov 2010,Masonry,Americas,,United States,,The DMA Companies,,,0,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Gameroom, Media Center/Movie Theatre, Conference Rooms, Elevator, Maintenance on site, Online Services, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,2.69,117002,,,30.2906527,1703 W 5th St Suite # 850,"Austin, TX 78703-4893",Andrew Cornwell,5122252701,JLL,5123687122,-97.698146,,,,,,,156,45,,,,,3,,,,"1,516",1.99,"1,516",762,0.30,"1,512",1.98,"1,512",0.60,1,,,,,4101 Parkstone Heights Dr,"Austin, TX 78746    ",Diana Mclver,The DMA Companies,5123283232,02151616010000,02151616010000,,1.32,,,,,Andrew Cornwell,,,3801 Berkman Dr,"Austin, TX 78723-4520",,DMA - Wildflower Terrace,5128433801,8285119,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,East Austin,,,,,,,,,,,,,,,,1,,,,,,,,4101 Parkstone Heights Dr,"Austin, TX 78746    ",Diana Mclver,The DMA Companies,5123283232,960,1.84,"1,920",1041,0.30,957,1.84,"1,915",0.00,0,102987,,,
4818 Berkman Dr,Overture Mueller,4,,,Existing,201,Low-Rise,204510,Apartments,Austin,Mueller,Austin,TX,78723,Travis,,N,2017,,3,,,0.4,943.00,"2,370",2.51,"2,363",2.51,0.30,,70.15,29.85,,,Market/Affordable,Rent Restricted,Senior,,,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Breakfast/Coffee Concierge, Gameroom, Media Center/Movie Theatre, On-Site Retail, Planned Social Activities, Wi-Fi, Storage Space, Elevator, Multi Use Room, Island Kitchen, Linen Closet, Pantry, Patio, Window Coverings",,,,-,,,,,,,,,A,2021 Tax @ $4667.41/Unit,,2021 Tax @ $4667.41/Unit,,"Martin Luther King, Jr. Station",2.34,,,Existing,Mar 2016,,Americas,,United States,,Greystar Real Estate Partners,,,0,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Breakfast/Coffee Concierge, Gameroom, Media Center/Movie Theatre, On-Site Retail, Planned Social Activities, Wi-Fi, Storage Space, Elevator, Multi Use Room, Island Kitchen, Linen Closet, Pantry, Patio, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,2.72,118527,12/14/2018,"10,750,000",30.3018854,,,,,,,-97.7008114,,,,8,,,141,60,,,,,2,,,,"2,117",2.51,"2,117",843,0.30,"2,111",2.50,"2,111",0.70,1,,,,,650 8th St,"Des Moines, IA 50309    ",,"Principal Financial Group, Inc.",8009863343,02191505010000,02191505010000,,,,,,,,,,4818 Berkman Dr,"Austin, TX 78723",,Greystar - Overture Mueller,5126435555,10098392,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,East Austin,2021,4.59,938148.65,,,,,,,,,,,,,1,,,,,,,,650 8th St,"Des Moines, IA 50309    ",,"Principal Financial Group, Inc.",8009863343,"1,482",2.51,"2,964",1179,0.30,"1,478",2.51,"2,956",0.00,0,68170,,,
104 Bettie Mae Way,Kaia Pointe,4,,,Existing,102,Low-Rise,100000,Apartments,Austin,Georgetown-Leander,Georgetown,TX,78633,Williamson,,N,2018,,3,,,,915.00,"1,304",1.42,"1,300",1.42,0.30,,27.45,54.90,17.65,,Market/Affordable,Affordable Units,All,,,0,09/26/2008,48491C0280E,48491C,0280E,No,100-year and 500-year Floodplain,No,No,"Courtyard, Fitness Center, Playground, Pool, Grill, Media Center/Movie Theatre, Lounge, Vinyl Flooring",,,,-,,,,,,,,,A,2021 Tax @ $0.04/Unit,,2021 Tax @ $0.04/Unit,,Killeen Municipal,37.49,,,Existing,Mar 2018,,Americas,,United States,,Saigebrook Development,,,0,,,"Courtyard, Fitness Center, Playground, Pool, Grill, Media Center/Movie Theatre, Lounge, Vinyl Flooring","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,13.25,577257,,,30.6957027,,,,,,,-97.7359008,,,,10,,,28,56,18,,,,0,,,,"1,176",1.67,"1,176",705,0.30,"1,173",1.66,"1,173",0.00,0,,,,,421 W 3rd St Suite # 1504,"Austin, TX 78701-4052",,Saigebrook Development,5123835470,R300099,R300099,,,,,,,,,,104 Bettie Mae Way,"Georgetown, TX 78633",,Accolade - Kaia Pointe,5127638493,10354292,Multi-Family,,,414 Indigo Ln,"Georgetown, TX 78628",,Georgetowns Gatlin Creek Ltd,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,2021,0.,3.57,,503,1.32,"1,509",1139,0.30,502,1.32,"1,505",0.00,0,,1,,,,,,,,421 W 3rd St Suite # 1504,"Austin, TX 78701-4052",,Saigebrook Development,5123835470,651,1.37,"1,302",948,0.20,649,1.37,"1,298",0.00,0,33333,,,
16021 Biltmore Ave,Biltmore at the Park,4,,,Existing,254,Garden,236016,Apartments,Austin,Pflugerville,Pflugerville,TX,78660,Travis,,N,2018,,3,,,4.8,837.00,"1,694",2.02,"1,684",2.01,0.60,,59.84,40.16,,,Market,,All,,,0,08/18/2014,48453C0290J,48453C,0290J,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Fitness Center, Playground, Property Manager on Site, Energy Star Labeled, Gated, Cabana, Grill, Pet Play Area, Volleyball Court, Community-Wide WiFi, Lounge, Pet Washing Station, Patio",,,Mark Hart Architecture,-,,,,,,,,,A,2021 Tax @ $3800.43/Unit,,2021 Tax @ $3800.43/Unit,,Howard Station,8.10,,,Existing,May 2017,,Americas,,United States,,Tack Development,,,0,,,"Air Conditioning, Business Center, Fitness Center, Playground, Property Manager on Site, Energy Star Labeled, Gated, Cabana, Grill, Pet Play Area, Volleyball Court, Community-Wide WiFi, Lounge, Pet Washing Station, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,12.28,534917,,,30.4226265,,,,,,,-97.593677,,,,4,,,152,102,,,,,0,,,,"1,589",2.25,"1,589",708,0.60,"1,579",2.23,"1,579",4.60,7,,,,,2490 Fm 685,"Hutto, TX 78634    ",,Texas Commerce Properties,5123060500,02644801010000,02644801010000,,,,,,,,,,16021 Biltmore St,"Pflugerville, TX 78660",Melissa Lochansingh,NE Management - Biltmore at the Park,5129901700,10382588,Multi-Family,,,2490 Fm 685,"Hutto, TX 78634",,"Tack Apartments, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Pflugerville,2021,4.09,965308.76,,,,,,,,,,,,,11,,,,,,,,2490 Fm 685,"Hutto, TX 78634    ",,Texas Commerce Properties,5123060500,974,1.89,"1,948",1031,0.60,968,1.88,"1,936",4.90,5,78672,,,
1501 Blue Ridge Dr,MAA Windmill Hill,4,,,Existing,350,Garden,400000,Apartments,Austin,Georgetown-Leander,Georgetown,TX,78626-7996,Williamson,,N,2022,,3,,,57.7,913.00,"1,835",1.98,"1,706",1.84,7.00,,54.86,42.57,2.57,,Market,,All,,,0,12/20/2019,48491C0485F,48491C,0485F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Fitness Center, Pool, Grill, Pet Play Area",,,,-,,,,,,,,,A,2021 Tax @ $190.20/Unit,,2021 Tax @ $190.20/Unit,,Austin-Bergstrom International,34.12,,,Existing,Mar 2021,,Americas,,United States,,"Mid-America Apartment Communities, Inc.",,,0,,,"Air Conditioning, Fitness Center, Pool, Grill, Pet Play Area","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,22.12,963547,,,30.5870125,,,,,,,-97.6723118,,,,2,,,192,149,9,,,,0,,,,"1,646",2.20,"1,646",750,6.30,"1,543",2.06,"1,543",57.80,111,,,,,901 S MoPac Expy Suite # 220,"Austin, TX 78746",Matt Bratton,OHT Partners,5128137111,R551679,R551679,,,,,,,,,,1501 Blue Ridge Dr,"Georgetown, TX 78626",,MAA - Windmill Hill,7376679898,12044697,Multi-Family,,,6815 Poplar Ave Suite # 500,"Germantown, TN 38138-3606",,"Mid-America Apartments, LP",9016826600,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,2021,0.17,66569.81,,793,1.67,"2,378",1423,0.00,793,1.67,"2,378",55.60,5,,14,,,,,,,,901 S MoPac Expy Suite # 220,"Austin, TX 78746",Matt Bratton,OHT Partners,5128137111,"1,024",1.73,"2,047",1211,8.30,938,1.59,"1,876",57.70,86,133333,,,
